"","class","check.isCheckAbove","check.GDIThreshold","check.maxRatioBeyond","check.maxRankBeyond","check.fractionBeyond","check.thresholdRank","check.quantileAtRatio","check.quantileAtRank","isUniform","clusterSize"
"01_0000","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,0.0143756134172392,0,1.41383205891678,NaN,FALSE,415
"01_0001","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,0.00217657461569854,0,1.33987229818184,NaN,TRUE,392
"01_0002","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,0.0386118133762354,0,1.48480932957536,NaN,FALSE,368
"01_0003","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,0.00189174345517788,0,1.35714279188269,NaN,TRUE,348
"01_0004","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,0.00349755773985407,0,1.36647367720884,NaN,TRUE,338
"01_0005","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,0.0169491525423729,0,1.43455114272187,NaN,FALSE,286
"01_0006","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,0.00723938223938224,0,1.3859604131011,NaN,TRUE,265
"01_0007","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,0.00996614067590877,0,1.3997484548472,NaN,TRUE,253
"01_0008","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,0,0,1.22073879686755,NaN,TRUE,194
"01_0009","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,0.0056687898089172,0,1.37434765198077,NaN,TRUE,187
"01_0010","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,0.00707662274280137,0,1.38733292804396,NaN,TRUE,145
"01_0011","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,0.000123563573458544,0,1.30480994338465,NaN,TRUE,138
"01_0012","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,0.00117038314648269,0,1.32825254860396,NaN,TRUE,133
"01_0013","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,0,0,1.20177930428497,NaN,TRUE,131
"01_0014","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,0.0403184573807611,0,1.52131693640961,NaN,FALSE,112
"01_0015","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,0.000775959367945824,0,1.30402435927945,NaN,TRUE,78
"01_0016","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,0.000835480052913737,0,1.30242929143057,NaN,TRUE,78
"01_0017","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,0.000361141206211629,0,1.29774504716184,NaN,TRUE,56
