"","class","check.isCheckAbove","check.GDIThreshold","check.maxRatioBeyond","check.maxRankBeyond","check.fractionBeyond","check.thresholdRank","check.quantileAtRatio","check.quantileAtRank","isUniform","clusterSize"
"21_22-merge","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,NaN,0,1.36553953374323,NaN,TRUE,134
"11_15-merge","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,NaN,0,1.40565998364984,NaN,FALSE,450
"07_09-merge_08-merge","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,NaN,0,1.37454677372202,NaN,TRUE,402
"11_13-merge_12-merge","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,NaN,0,1.43267899283176,NaN,FALSE,539
"07_09-merge_24-merge","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,NaN,0,1.40654333911793,NaN,FALSE,524
"10_11_13-merge-merge","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,NaN,0,1.39240492353427,NaN,TRUE,251
"07_09-merge_16-merge","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,NaN,0,1.37857238530547,NaN,TRUE,446
"19_21_22-merge-merge","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,NaN,0,1.51923429934111,NaN,FALSE,279
"07_09-merge_12-merge","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,NaN,0,1.46717288872092,NaN,FALSE,607
"20_21_22-merge-merge","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,NaN,0,1.43878418085779,NaN,FALSE,267
"08_11_13-merge-merge","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,NaN,0,1.3844038477226,NaN,TRUE,334
"11_13-merge_16-merge","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,NaN,0,1.38973724898453,NaN,TRUE,378
"10_16-merge","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,NaN,0,1.40765446797331,NaN,FALSE,247
"11_13-merge_18-merge","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,0.042546861053258,0,1.51061562796467,NaN,FALSE,243
"03_04-merge","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,0.0426448117794138,0,1.64989929252348,NaN,FALSE,523
"-1_02-merge","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,0.229892543145555,0,2.36221856622844,NaN,FALSE,317
"-1_01-merge","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,0.265107707949419,0,2.57950001737564,NaN,FALSE,472
"07_09-merge_11_13-merge-merge","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,0.00898513996083401,0,1.39572764340404,NaN,TRUE,450
"12_14-merge","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,0.00388593292281939,0,1.36757191161119,NaN,TRUE,426
"07_09-merge_10-merge","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,0.0109681626845319,0,1.40430557726195,NaN,FALSE,319
"11_13-merge_15-merge","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,0.0264092846991947,0,1.46339739008942,NaN,FALSE,529
"24_25-merge","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,0.0147631502470212,0,1.41784516733556,NaN,FALSE,403
"-1_04-merge","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,0.202403135642228,0,2.22009181869663,NaN,FALSE,384
"12_16-merge","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,0.0291041654216219,0,1.46656945714171,NaN,FALSE,535
"11_13-merge_16-merge_12_14-merge-merge","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,0.0329689199244462,0,1.47432769101236,NaN,FALSE,804
"07_09-merge_08-merge_12_14-merge-merge","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,0.0373831775700935,0,1.48532901821816,NaN,FALSE,828
"07_09-merge_08-merge_11_13-merge_16-merge-merge","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,0.0205067030220404,0,1.43512795219636,NaN,FALSE,780
"10_11_13-merge_16-merge-merge","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,0.0115192847727663,0,1.4070540843625,NaN,FALSE,438
"19_20_25-merge-merge","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,0.0264873436307042,0,1.4582958384555,NaN,FALSE,416
"11_13-merge_16-merge_15-merge","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,0.0264155277363041,0,1.46711183033802,NaN,FALSE,716
"07_09-merge_08-merge_24-merge","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,0.0198264467559336,0,1.43107921567085,NaN,FALSE,667
"20_25-merge_21_22-merge-merge","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,0.0163681651049698,0,1.4244826085063,NaN,FALSE,405
"11_13-merge_16-merge_18-merge","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,0.0362661800764099,0,1.479368385769,NaN,FALSE,430
"07_09-merge_08-merge_10-merge","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,0.0109461860278526,0,1.40468424706093,NaN,FALSE,462
"-1_01_02-merge-merge","SimpleGDIUniformityCheck",FALSE,1.4,0.01,0,0.297232250300842,0,2.62208241271796,NaN,FALSE,536
